SKU,Regular_Price,Sale Price,Date sale price start,Date sale price ends,Status,Stock,Type,Name,Weight,Length,Width,Height,Post_Title,Post_Content,Images,Category
PET-GT-RHT1240,102.3,81.36,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet 2 Storey Wooden Rabbit Hutch ,10.4,96,47.3,21.4,i.Pet 2 Storey Wooden Rabbit Hutch ,"<p>Featuring a fir wood construction, this cosy hutch is the perfect home for your little pets. It incorporates two living areas; one cosy bedroom on the upper level and a spacious integrated ground enclosed playroom. There are 4 easy to access doors that allow cleaning to the living areas and are equipped with strong and firm security locks. The hutch is waterproof, anti-termite and is made of TUV approved eco-friendly materials. Moreover, it features a green asphalt roof to insulate your pets from the heat during summer and against the rain in winter providing maximum comfort to your pets all year round. Not only providing a five star living environment, the architectural design also makes cleaning and feeding easier for you!</p>
 
 <p><strong>Features</strong><br />
 High quality fir wood construction w/ powder coated wire<br />
 Asphalt roof for rain and sun protection<br />
 Waterproof and anti-termite<br />
 Sleeping area and integrated ground enclosure<br />
 Built-in and foldable ramp connected between floors<br />
 4 easy-to-access doors<br />
 Strong and firm security locks<br />
 Unique hinged lid - allows you to catch your pet in a safe way<br />
 2 slide-out tray for easy cleaning<br />
 Made of RoHS approved eco-friendly material<br />
 </p>
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood and steel mesh wire, asphalt roof<br />
 Overall Dimensions: 82 x 91.5 x 45cm<br />
 Please refer to gallery for further dimensions<br />
 </p>
 
 <p><strong>Package Content</strong><br />
 1 x Pet hutch  <br />
 1 x Assembly kit  <br />
 1 x Assembly guide <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/96008749ffc497151d1c025b5327dbd8/P/E/PET-GT-RHT1240-00.jpg,
PET-DOGCAGE-42,70.4,67.24,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet 42inch Pet Cage - Black,12.9,110,73.5,10.5,i.Pet 42inch Pet Cage - Black,"<p><strong>Foldable Pet Cage </strong></p>
<p>Featuring a foldable design with triple access doors, this dog cage offers maximum convenience and is extremely safe for containing your pets. It's metal constructed with a powder coated finish enhancing durability and is also rust resistant. Easy to setup, store, transport and clean. Great for securely keeping your pets contained, a must have for every pet owner.</p>
<p><strong>Features</strong><br>
  * 3 Large Access Doors<br>
  * Removable Tray<br>
  * Folds Down Easily For Storage<br>
  * Powder Coated Finish</p>
<p><strong>Specifications</strong><br>
  * Size: 42&quot; <br>
  * Dimensions: 69 x 105 x 77.5cm<br>
  * Colour: Black </p>
<p><strong>Package Contents</strong><br>
  1 x Dog Cage</p>
<p></p>
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/2327ac87ab22ac99f4ffe9ea21495ab8/P/E/PET-DOGCAGE-42-00.jpg,
PET-BIRDCAGE-A100-BK,83.6,81.26,7/12/2021 0:00,18/12/2021 0:00,In Stock,116,simple,i.Pet Large Bird Cage with Perch - Black,11.2,87.5,57.4,16.3,i.Pet Large Bird Cage with Perch - Black,"<p><strong>Pet Bird Cage with Stainless Steel Feeders Black</strong></p>
<p>Our spacious 53cm dome parrot bird cage is definitely the most comfortable roost for your fine-feathered friends.</p>
<p>Made of sturdy, high quality and durable powder-coated wrought iron, the dome cage comes with a large access door, two small side access windows to swing in the stainless steel feeders, two timber perches and a removable tray for easy clean up. Better still, the domed roof can also be opened from the top.</p>
<p><strong>Features</strong><br>
  * Made of wrought iron with epoxy coating<br>
  * Dome shape open roof design<br>
  * Elegant-curved stands<br>
  * Anti rust<br>
  * Slide-out tray for easy cleaning<br>
  * Net under storage space<br>
  * 2 wooden perches<br>
  * Large access door<br>
  * 2 Stainless steel feeders with individual access window<br>
  * Castor wheels for movement<br>
  * Easy to assemble</p>
<p><strong>Specifications</strong><br>
  * Stand high: 55cm<br>
  * Wire Distance: 2cm approx.</p>
<p><strong>Package Content</strong><br>
  1 x Bird Cage <br>
1 x Assembly instructions </p>",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/f52c305bd9ebb499c7fa34171b80e215/P/E/PET-BIRDCAGE-A100-BK-00.jpg,
PET-CAT-PCT63-BE,77,63.5,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,i.Pet Cat Tree 141cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood Beige,17.5,76,41,27,i.Pet Cat Tree 141cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood Beige,"<p>It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Better still, a hanging mouse also helps to keep your cat curious and alert at all times. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a plush velvety surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?</p>
 
 
 
 
 <p><strong>Features</strong><br />
 Stable wooden construction<br />
 Natural sisal posts and soft plush cover<br />
 Multi-level design with ample play areas<br />
 Sleeping cradles and bed cube<br />
 Side hammock and hanging swing<br />
 Ladder with sisal rungs<br />
 Includes scratching, perching, climbing, sleeping all in one piece<br />
 </p>
 
 
 
 <p><strong>Specifications:</strong><br />
 Material: Fir wood, plush cover, and sisal<br />
 Height: 141m <br />
 Base dimension: 75cm x 40cm<br />
 Colour: Beige<br />
 </p>
 
 
 
 <p><strong>Package Content</strong><br />
1 x Cat tree <br />
1 x Assembly kit <br />
1 x Assembly guide <br />",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/f606a494e60aa8378118849edd769b3b/P/E/PET-CAT-PCT63-BE-00.jpg,
PET-DOGCAGE-36,51.7,33.4,7/12/2021 0:00,18/12/2021 0:00,In Stock,182,simple,i.Pet 36inch Pet Cage - Black,9.4,92,63.5,10.5,i.Pet 36inch Pet Cage - Black,"<p><strong>Foldable Pet Cage </strong></p>
<p>Featuring a foldable design with triple access doors, this dog cage offers maximum convenience and is extremely safe for containing your pets. It's metal constructed with a powder coated finish enhancing durability and is also rust resistant. Easy to setup, store, transport and clean. Great for securely keeping your pets contained, a must have for every pet owner.</p>
<p><strong>Features</strong><br>
  * 3 Large Access Doors<br>
  * Removable Tray<br>
  * Folds Down Easily For Storage<br>
  * Powder Coated Finish</p>
<p><strong>Specifications</strong><br>
  * Size: 36&quot; <br>
  * Dimensions: 57 x 91 x 63cm <br>
  * Colour: Black </p>
<p><strong>Package Contents</strong><br>
  1 x Dog Cage</p>
<p></p>
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/380d9cac49bd08df34c1f72e2405afd2/P/E/PET-DOGCAGE-36-00.jpg,
SFC-FIK-TAPE-1200M-8KM,267.3,313.98,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Giantz Electric Fence Energiser 8km Solar Powered Energizer Charger + 1200m Tape,14.453,33,32,54.746,Giantz Electric Fence Energiser 8km Solar Powered Energizer Charger + 1200m Tape,"<p>Worried about livestock and animals escaping your property? Or keeping pesky animals from neighbours or the wild away? This Solar Electric Fence Energiser is perfect solution to set everything in its place.</p>
<p>Whether it is used on the farm or around your suburban home, the Solar Fence Energiser can be effective in either environment. Sporting a basic and simple-to- install design, you can have it up in a matter of minutes. Our Fence Energiser is compact, lightweight and versatile - making it an effective low maintenance item around the property.</p>
<p>Be it a few hundred metres or 9km, our Fence Energiser can continuously keep your fence charged. If activated by an animal coming into contact with the fence, the unit will only generate a brief pulse to prevent harmful electric shocks as the voltage will drop from 8KV to 1.2KV (which is still enough to make the animals back off).</p>
<p>Fully charged, the Fence Energiser, with its more efficient monocrystalline solar panel, can store energy of up to 20 sun-less days and has protective functions to prevent over charging and reverse battery malfunction.</p>
<p>Now offered with bonus warning signs and poly wire, our Fence Energiser is all geared up with great value for you. Just don’t sit on the fence too long with our irresistible deal.</p>
<p><strong>Features</strong><br>
  8km solar electric fence energiser :<br>
  0.3J fence energiser with lead-acid battery<br>
  Excellent device to keep livestock on grounds<br>
  Efficient monocrystalline silicon solar panel/li&gt;<br>
  Overcharge and reverse battery protections<br>
  Operations of up to 15-20 sunless days on full charge<br>
  Waterproof<br>
  Continuous service<br>
  Brief pulse function to prevent harmful electric shocks<br>
  Connection cables included<br>
  Bonus 4 x warning sign stickers<br>
CE-approved</p>
<p>Polytape:<br>
  Highly visible red and white tape<br>
  Compatible with fence energiser<br>
  Highly conductivity<br>
  5 strands of 0.20mm stainless steel<br>
  Tightly wound<br>
  UV-stabilised<br>
  Anti-rust<br>
  Ideal for livestock fencing and controlled grazing</p>
<p><strong>Specifications</strong><br>
  Discharge energy: 0.3J<br>
  Output voltage: 8kV (+ -1.5kV)<br>
  Charge voltage: 7.5V DC to 9.5V DC<br>
  Fence length: Up to 8km<br>
  Battery: 6V 7Ah Lead Sealed<br>
  Operation time of a fully charged battery: 15-20 days<br>
  Waterproof rating: IP3<br>
  Solar panel: Monocrystalline silicon<br>
  Solar panel output: 1.3W<br>
  Solar panel size: 16cm x 14cm<br>
  Dimensions: 26.5cm x 22.5cm x 17cm<br>
  Colour: Black and White<br>
  Polytape<br>
  Length: 1200m/roll<br>
  Width: 12mm<br>
  Strand: 5 x 0.2mm stainless steel wire<br>
  Electrical resistance: 5.3Ω (ohms)<br>
  Coating: UV-treated<br>
  Colour: Red and white<br>
  Package Content</p>
<p><strong>Package Content</strong><br>
  1 x Giantz Solar Electric Fence Energiser<br>
  1 x Cable Set<br>
  4 x Warning Sign<br>
  1 x 2000m Polytape</p>
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/8e06e2e6632ceb45112c849b8742d98a/S/F/SFC-FIK-TAPE-1200M-8KM-00.jpg,
SFC-FIK-TAPE-1200M-5KM,247.5,125.24,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Giantz Electric Fence Energiser 5km Solar Powered 0.15j Set+ 1200m Tape,11.07,33,32,41.93,Giantz Electric Fence Energiser 5km Solar Powered 0.15j Set+ 1200m Tape,"<p>Worried about livestock and animals escaping your property? Or keeping pesky animals from neighbours or the wild away? This Solar Electric Fence Energiser is perfect solution to set everything in its place.
</p>
<p>Whether it is used on the farm or around your suburban home, the Solar Fence Energiser can be effective in either environment. Sporting a basic and simple-to- install design, you can have it up in a matter of minutes. Our Fence Energiser is compact, lightweight and versatile - making it an effective low maintenance item around the property. 
</p>
<p>Be it a few hundred metres or 5km, our Fence Energiser can continuously keep your fence charged. If activated by an animal coming into contact with the fence, the unit will only generate a brief pulse to prevent harmful electric shocks as the voltage will drop from 8KV to 1.2KV (which is still enough to make the animals back off). 
</p>
<p>Fully charged, the Fence Energiser, with its more efficient monocrystalline solar panel, can store energy of up to 20 sun-less days and has protective functions to prevent over charging and reverse battery malfunction.
</p>
<p>Now offered with bonus warning signs and poly wire, our Fence Energiser is all geared up with great value for you.  Just don’t sit on the fence too long with our irresistible deal.
</p>
<p><strong>Note<br /> 
The electric shock given by the fence may present a danger for small children or persons suffering from heart problems. Please be cautious. 
</strong></p>
<p><strong>Features</strong><br />
5km solar electric fence energiser :<br />
0.15J fence energiser with lead-acid battery<br />
Excellent device to keep livestock on grounds<br />
Efficient monocrystalline silicon solar panel/li><br />
Overcharge and reverse battery protections<br />
Operations of up to 15-20 sunless days on full charge<br />
Waterproof<br />
Continuous service<br />
Brief pulse function to prevent harmful electric shocks<br />
Connection cables included<br />
Bonus 4 x warning sign stickers<br />
CE-approved</p>
<p>Polytape:<br />
  Highly visible red and white tape<br />
  Compatible with fence energiser<br />
  Highly conductivity<br />
  5 strands of 0.20mm stainless steel<br />
  Tightly wound<br />
  UV-stabilised<br />
  Anti-rust<br />
Ideal for livestock fencing and controlled grazing<br>
Assembly Required: Yes<br />
  Number of packages: 2</p>
<p><strong>Specifications:</strong><br />
5km solar electric fence energiser :<br />
Discharge energy: 0.15J<br />
Output voltage: 8kV (+/-1.5kV)<br />
Fence length: Up to 5km<br />
Solar panel: Monocrystalline silicon<br />
Solar panel size: 11 x 9.5cm<br />
Solar panel output: 1.3W<br />
Operation time of a fully charged battery: 15-20 days<br />
Charge voltage: 7.5V DC<br />
Battery: 6V 4.5Ah lead sealed<br />
Waterproof rating: IP3<br />
Dimensions: 19 x 14 x 17cm<br />
Weight: 2kg<br />
Colour: Black<br />
</p>Polytape:<br />
Length: 1200m/roll<br />
Width: 12mm<br />
Strand: 5 x 0.2mm stainless steel wire<br />
Electrical resistance: 5.3Ω (ohms)<br />
Coating: UV-treated<br />
Colour: Red and white<br />
</p>
<p><strong>Package Content</strong><br />
1 x 5km Giantz Solar Electric Fence Energiser<br />
1 x Cable Set<br />
1 x Warning Sign<br />
1 x 1200m Polytape<br />
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/c196dc5cd0c93b70251b7c5fa11eaad6/S/F/SFC-FIK-TAPE-1200M-5KM-00.jpg,
SFC-FIK-TAPE-2000M-5KM,292.6,313.11,7/12/2021 0:00,18/12/2021 0:00,In Stock,121,simple,Giantz Electric Fence Energiser 5km Solar Power Charger Set + 2000m Tape,13.383,36,35,42.484,Giantz Electric Fence Energiser 5km Solar Power Charger Set + 2000m Tape,"<p>Worried about livestock and animals escaping your property? Or keeping pesky animals from neighbours or the wild away? This Solar Electric Fence Energiser is perfect solution to set everything in its place.
</p>
<p>Whether it is used on the farm or around your suburban home, the Solar Fence Energiser can be effective in either environment. Sporting a basic and simple-to- install design, you can have it up in a matter of minutes. Our Fence Energiser is compact, lightweight and versatile - making it an effective low maintenance item around the property. 
</p>
<p>Be it a few hundred metres or 5km, our Fence Energiser can continuously keep your fence charged. If activated by an animal coming into contact with the fence, the unit will only generate a brief pulse to prevent harmful electric shocks as the voltage will drop from 8KV to 1.2KV (which is still enough to make the animals back off). 
</p>
<p>Fully charged, the Fence Energiser, with its more efficient monocrystalline solar panel, can store energy of up to 20 sun-less days and has protective functions to prevent over charging and reverse battery malfunction.
</p>
<p>Now offered with bonus warning signs and poly wire, our Fence Energiser is all geared up with great value for you.  Just don’t sit on the fence too long with our irresistible deal.
</p>
<p><strong>Note</strong><br /> 
  <strong>The electric shock given by the fence may present a danger for small children or persons suffering from heart problems. Please be cautious.</strong></p>
<p><strong>Features</strong><br />
5km solar electric fence energiser :<br />
0.15J fence energiser with lead-acid battery<br />
Excellent device to keep livestock on grounds<br />
Efficient monocrystalline silicon solar panel/li><br />
Overcharge and reverse battery protections<br />
Operations of up to 15-20 sunless days on full charge<br />
Waterproof<br />
Continuous service<br />
Brief pulse function to prevent harmful electric shocks<br />
Connection cables included<br />
Bonus 4 x warning sign stickers<br />
CE-approved<br /></p>
</p>Polytape:<br />
Highly visible red and white tape<br />
Compatible with fence energiser<br />
Highly conductivity<br />
5 strands of 0.20mm stainless steel<br />
Tightly wound<br />
UV-stabilised<br />
Anti-rust<br />
Ideal for livestock fencing and controlled grazing<br />
</p>
</p>Assembly Required: Yes<br />
Number of packages: 2<br /></p>
<p><strong>Specifications:</strong><br />
5km solar electric fence energiser :<br />
Discharge energy: 0.15J<br />
Output voltage: 8kV (+/-1.5kV)<br />
Fence length: Up to 5km<br />
Solar panel: Monocrystalline silicon<br />
Solar panel size: 11 x 9.5cm<br />
Solar panel output: 1.3W<br />
Operation time of a fully charged battery: 15-20 days<br />
Charge voltage: 7.5V DC<br />
Battery: 6V 4.5Ah lead sealed<br />
Waterproof rating: IP3<br />
Dimensions: 19 x 14 x 17cm<br />
Weight: 2kg<br />
Colour: Black<br />
</p>Polytape:<br />
Length: 2000m/roll<br />
Width: 12mm<br />
Strand: 5 x 0.2mm stainless steel wire<br />
Electrical resistance: 5.3Ω (ohms)<br />
Coating: UV-treated<br />
Colour: Red and white<br />
</p>
<p><strong>Package Content</strong><br />
1 x 5km Giantz Solar Electric Fence Energiser<br />
1 x Cable Set<br />
4 x Warning Sign<br />
4 x 2000m Polytape<br />
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/c196dc5cd0c93b70251b7c5fa11eaad6/S/F/SFC-FIK-TAPE-2000M-5KM-00.jpg,
SFC-FIK-ROPE-500M-5KM,229.9,246.6,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Giantz Electric Fence Energiser 5km Solar Powered Charger + 500m Rope,6.479,30.5,23,36.943,Giantz Electric Fence Energiser 5km Solar Powered Charger + 500m Rope,"<p>Worried about livestock and animals escaping your property? Or keeping pesky animals from neighbours or the wild away? Our Giantz Solar Electric Fence Energiser Set is the perfect solution to set everything in its place.</p>
<p>Whether it is used on the farm or around your suburban home,the set can be effective in either environment. Sporting a basic and simple-to-install design, you can have it up in a matter of minutes. Our fence energiser is compact, lightweight and versatile - making it an effective low maintenance item around the property.</p>
<p>Be it a few hundred metres or 5km, our fence energiser can continuously keep your fence charged. If activated by an animal coming into contact with the fence, the unit will only generate a brief pulse to prevent harmful electric shocks as the voltage will drop from 8kV to 1.2kV (which is still enough to make the animals back off).</p>
<p>With its super-efficient monocrystalline solar panel and 6V 4.5Ah lead-sealed battery, the fence energiser can operate for about 15-20 sunless days on a full charge. It also has protective functions to prevent overcharging and reverse battery malfunction.</p>
<p>Now offered with a 500m long polyrope roll and warning sign stickers, our fence energiser set is all geared up with great value for you. Just do not sit on the fence too long with our irresistible deal.</p>



<p><strong>Features</strong><br />
5km solar electric fence energiser :<br />
0.15J fence energiser with lead-acid battery<br />
Excellent device to keep livestock on grounds<br />
Efficient monocrystalline silicon solar panel<br />
Overcharge and reverse battery protections<br />
Operations of up to 15-20 sunless days on full charge<br />
Waterproof<br />
Continuous service<br />
Brief pulse function to prevent harmful electric shocks<br />
Connection cables included<br />
Bonus 4 x warning sign stickers<br />
CE-approved<br />

Polytape:<br />
Highly visible red and white rope<br />
Compatible with fence energiser<br />
6 strands of 0.2mm stainless still wire<br />
Highly conductive<br />
Tightly wound<br />
UV-stabilised<br />
Anti-rust<br />
Ideal for livestock fencing and controlled grazing<br />
Assembly required: Yes<br />
Number of packages: 2<br />
</p>


<p><strong>Specifications</strong><br />
Discharge energy: 0.15J<br /> 
Output voltage: 8kV (+ -1.5kV)<br />
Charge voltage: 7.5V DC<br />
Fence length: Up to 5km<br />
Battery: 6V 4.5Ah Lead Sealed<br />
Operation time of a fully charged battery: 15-20 days<br />
Waterproof rating: IP3<br />
Solar panel: Monocrystalline silicon<br />
Solar panel output: 1.3W<br />
Solar panel size: 11cm x 9.5cm<br />
Dimensions: 19.5cm x 14cm x 17cm<br />
Colour: Black<br />
Polytape<br />
Length: 500m/roll<br />
Width: 4mm<br />
Strand: 6 x 0.2mm stainless steel wire<br />
Electrical resistance: 5.3Ω (ohms)<br />
Coating: UV-treated<br />
Colour: Red and white<br />
</p>

<p><strong>Package Content</strong><br />
  1 x Giantz Solar Electric Fence Energiser<br>
  1 x Cable Set<br>
  4 x Warning Sign<br>
1 x 500m Polytape
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/a2d753854d8633d80c755b5d848fa586/S/F/SFC-FIK-ROPE-500M-5KM-00.jpg,
SFC-FIK-TAPE-2000M-8KM,298.1,328.77,7/12/2021 0:00,18/12/2021 0:00,In Stock,121,simple,Giantz Electric Fence Energiser 8km Set Solar Powered Energizer + 2000m Tape,16.766,36,35,53.225,Giantz Electric Fence Energiser 8km Set Solar Powered Energizer + 2000m Tape,"<p>Worried about livestock and animals escaping your property? Or keeping pesky animals from neighbours or the wild away? This Solar Electric Fence Energiser is perfect solution to set everything in its place.</p>
<p>Whether it is used on the farm or around your suburban home, the Solar Fence Energiser can be effective in either environment. Sporting a basic and simple-to- install design, you can have it up in a matter of minutes. Our Fence Energiser is compact, lightweight and versatile - making it an effective low maintenance item around the property.</p>
<p>Be it a few hundred metres or 8km, our Fence Energiser can continuously keep your fence charged. If activated by an animal coming into contact with the fence, the unit will only generate a brief pulse to prevent harmful electric shocks as the voltage will drop from 8KV to 1.2KV (which is still enough to make the animals back off).</p>
<p>Fully charged, the Fence Energiser, with its more efficient monocrystalline solar panel, can store energy of up to 20 sun-less days and has protective functions to prevent over charging and reverse battery malfunction.</p>
<p>Now offered with bonus warning signs and poly wire, our Fence Energiser is all geared up with great value for you. Just don’t sit on the fence too long with our irresistible deal.</p>
<p><strong>Features</strong><br>
  8km solar electric fence energiser :<br>
  0.3J fence energiser with lead-acid battery<br>
  Excellent device to keep livestock on grounds<br>
  Efficient monocrystalline silicon solar panel/li&gt;<br>
  Overcharge and reverse battery protections<br>
  Operations of up to 15-20 sunless days on full charge<br>
  Waterproof<br>
  Continuous service<br>
  Brief pulse function to prevent harmful electric shocks<br>
  Connection cables included<br>
  Bonus 4 x warning sign stickers<br>
CE-approved</p>
<p>Polytape:<br>
  Highly visible red and white tape<br>
  Compatible with fence energiser<br>
  Highly conductivity<br>
  5 strands of 0.20mm stainless steel<br>
  Tightly wound<br>
  UV-stabilised<br>
  Anti-rust<br>
  Ideal for livestock fencing and controlled grazing</p>
<p><strong>Specifications</strong><br>
  Discharge energy: 0.3J<br>
  Output voltage: 8kV (+ -1.5kV)<br>
  Charge voltage: 7.5V to 9.5V DC<br>
  Fence length: Up to 8km<br>
  Battery: 6V 7Ah Lead Sealed<br>
  Operation time of a fully charged battery: 15-20 days<br>
  Waterproof rating: IP3<br>
  Solar panel: Monocrystalline silicon<br>
  Solar panel output: 1.3W<br>
  Solar panel size: 16cm x 14cm<br>
  Dimensions: 26.5cm x 22.5cm x 17cm<br>
  Colour: Black and white<br>
  Polytape<br>
  Length: 2000m/roll<br>
  Width: 12mm<br>
  Strand: 5 x 0.2mm stainless steel wire<br>
  Electrical resistance: 5.3Ω (ohms)<br>
  Coating: UV-treated<br>
  Colour: Red and white</p>
<p><strong>Package Content</strong><br>
  1 x 8km Giantz Solar Electric Fence Energise<br>
  1 x Cable Set<br>
  4 x Warning Sign<br>
  1 x 2000m Polytape</p>
",https://cdn.dropshipzone.com.au/media/catalog/product/cache/1/image/265x/8e06e2e6632ceb45112c849b8742d98a/S/F/SFC-FIK-TAPE-2000M-8KM-00.jpg,
