ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short Description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tag,Shipping class,Image,Cross-sells,External URL,Button text,Position,Brand,product_barcode,item_group,item_subgroup,shipping_operation,NSW,WA,VIC,TAS,NT,QLD,ACT,SA,Price Range1,Price Range3,Price Range4,Price Range5,Price Range6,Price Range7,Price Range8,Price Range9,Price Range10,Category,Parent SKU,Parent Title
,simple,DK0108-LV-400,PaWz 400 Pcs 60x60 cm Pet Puppy Toilet Training Pads Absorbent Lavender Scent,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Little paws growing up, not sure how to train them to perform the most crucial task. Do not worry we got you covered PaWz&nbsp;Pet Training Pad is designed just for that. Provides great comfort and care for your lovely pet. The surface of the pad is made of high-quality non-woven fabric, for superior comfort. Designed to be skin-friendly, breathable, and tear-resistant does not harm your adorable pet. Absorbs quickly and an efficiently good amount of liquids. Pets do not like wet places, so we designed a pet training pad that converts liquid into a gel for a smooth and comfortable experience. Does not let the liquids pass with its remarkable waterproof layer beneath. Place the pad wherever you desire and stick it on the floor using its strong adhesive sticky tape. Use it anywhere, whether it may be your hall, room, or bathroom. Train your pet with the most adorable way available. A pad designed to help your pets grow up. A unique pet-friendly product for a pet-friendly home. Hurry up, grab one now!</p>
<p><strong>Key </strong><strong>Features:</strong></p>
<ul>
<li>5-Layers protection</li>
<li>Large coverage</li>
<li>Tear-and-wear resistant</li>
<li>Super absorbent</li>
<li>Leakproof layer</li>
<li>Soft and skin-friendly</li>
<li>Indentation design</li>
<li>Adhesive tape</li>
<li>Multiple use</li><b>SPECIFICATION</b><p>Brand: PaWz</p>
<p>Material: Non-woven fabric</p>
<p>Quantity per pack:400</p>
<p>Dimension: 60cm x 60cm</p>
<p>Colour: Refer to gallery</p><b>PACKAGE CONTENTS</b><ul>
<li>400x PaWz Puppy Training Pads</li>
</ul>",2/10/2020,,taxable,Taxable Goods,0,0,5,,1,13800,41,36.5,59.5,1,,80.39,269,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_wvxhqb6vow75nzcu.jpg,https://www.idropship.com.au/pub/media/catalog/product/w/h/wh_9oxradsrekwgacli.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_tcyp82pgnfvcrlst.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_d8anwyyixack0e01.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_wafgt5kyth9xe5jv.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_1iu94ogpmvq4vazy.jpg,https://www.idropship.com.au/pub/media/catalog/product/l/i/lifestyle_8ugs1rpo03m1w9fr.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0108-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Absorbent
,simple,DK0109-400,PaWz 400 Pcs 60x60cm Charcoal Pet Puppy Dog Toilet Training Pads Ultra Absorbent,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Our dog pads are highly absorbent and won't leak or spread.&nbsp;They are made with Flash-Dry technology that instantly turns liquid into a gel, preventing leaks that can damage your floor or carpet.&nbsp;These&nbsp;Dog Pads instantly eliminate odors and contains a fresh lavender scent for lasting freshness.</p>
<ul>
<li>Flash-dry technology instantly turns liquid into gel</li>
<li>Won't spread and won't leak</li>
<li>Helps to protect your floor and carpet</li>
<li>Fresh&nbsp;Lavender Scent</li>
<li>Eliminates odors</li>
<li>Transforms bad smells into a pleasant scent</li>
<li>Keeps your home smelling clean</li>
<li>Black potty pads, so your pets mess stays discrete and you never see a yellow stain on a white puppy pad in your home</li>
<li>Odor Elimination with carbon technology for all-day use to ensure your home stays fresh</li>
<li>Ultra Absorbent</li>
</ul>
<p>How to use a dog pad: <br />Unfold and place the pad, plastic side down, in a confined area, away from your dog's bed and food. <br />Place your dog on the pad several times so he can smell the pad and get used to it. <br />While your dog is eliminating on the pad, use a phrase like ""go potty"" so that eventually you can use the command and your dog will understand what it means. &nbsp;<br />Immediately after the dog eliminates on the pad, reward him with praise and a treat. <br />If your dog has an accident, bring him back to the pad immediately. Continue bringing your dog back to the pad to reinforce that this is the place to go potty. <br />Dispose of soiled pads and replace as needed.To complete house training, gradually move the pad closer to the door and finally outside.</p><b>SPECIFICATION</b><ul>
<li>Material: Non-woven fabric</li>
<li>Size: 60x60cm</li>
<li>Quantity: 400pcs</li>
</ul><b>PACKAGE CONTENTS</b><ul>
<li>400x Puppy Training Pads</li>
</ul>",2/10/2020,,taxable,Taxable Goods,1,100,5,,1,14700,40,37,58,1,,96.3,299,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies,Default Category/Deals & Offers",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2699.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2585.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2536.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2594.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2591.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2509.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2534.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0109-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Ultra Absorbent
,simple,JK0107-400-PK,PaWz 400pc 60x60cm Puppy Pet Dog Indoor Cat Toilet Training Pads Absorbent Pink,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Make training your new little furry friend a breeze with these puppy pads. Reward them when they were on the pad until you can move the process outdoors. Toilet training has never been so simple.</p>
<ul>
<li>Made of High-Quality Soft Non-Woven Fabric</li>
<li>Super absorbent pet pad</li>
<li>Antibacterial protection</li>
<li>Tear-resistant covers</li>
<li>Leakproof Plastic Liner anti-leakage with 6 layer protection&nbsp;</li>
<li>Neutralizes odours</li>
<li>Cover a large area</li>
<li>12 hours of protection</li>
<li>Suitable for training or lining an incontinent pets bed</li>
<li>Easy to disposal of</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Quantity: 400 pcs</li>
<li>Dimentions: 60cm x 60cm</li>
<li>Colour: Pink</li>
</ul><b>PACKAGE CONTENT</b><ul>
<p>400Pcs x Pet Training Pads</p>
</ul>",,,taxable,Taxable Goods,1,100,5,,1,14000,40,38,59,1,,94.0405,199,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies,Default Category/Deals & Offers",,,"https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-pk_main_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-pk.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-pk_326__2.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-pk_604__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-pk_892__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-pk_816__7.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0108-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Absorbent
,simple,JK0107-400-BL,PaWz 400pcs 60x60cm Puppy Pet Dog Indoor Cat Toilet Training Pads Absorbent New,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Make training your new little furry friend a breeze with these puppy pads. Reward them when they were on the pad until you can move the process outdoors. Toilet training has never been so simple.</p>
<ul>
<li>Made of High-Quality Soft Non-Woven Fabric</li>
<li>Super absorbent pet pad</li>
<li>Antibacterial protection</li>
<li>Tear-resistant covers</li>
<li>Leakproof Plastic Liner anti-leakage with 6 layer protection&nbsp;</li>
<li>Neutralizes odours</li>
<li>Cover a large area</li>
<li>12 hours of protection</li>
<li>Suitable for training or lining an incontinent pets bed</li>
<li>Easy to disposal of</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Quantity: 400 pcs</li>
<li>Dimentions: 60cm x 60cm</li>
<li>Colour: Blue</li>
</ul><b>PACKAGE CONTENT</b><ul>
<p>400Pcs x Pet Training Pads</p>
</ul>",,,taxable,Taxable Goods,1,68,5,,1,14000,40,38.5,59,1,,94.0405,199,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies,Default Category/Deals & Offers",,,"https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_main_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_101__2.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_077__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_197__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_435__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_687__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/j/k/jk0107-400-bl_219__10.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0108-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Absorbent
,simple,DK0108-MD-50,PaWz 50 Pcs 60x60 cm Pet Puppy Dog Toilet Training Pads Absorbent Meadow Scent,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Little paws growing up, not sure how to train them to perform the most crucial task. Do not worry we got you covered PaWz&nbsp;Pet Training Pad is designed just for that. Provides great comfort and care for your lovely pet. The surface of the pad is made of high-quality non-woven fabric, for superior comfort. Designed to be skin-friendly, breathable, and tear-resistant does not harm your adorable pet. Absorbs quickly and an efficiently good amount of liquids. Pets do not like wet places, so we designed a pet training pad that converts liquid into a gel for a smooth and comfortable experience. Does not let the liquids pass with its remarkable waterproof layer beneath.Place the pad wherever you desire and stick it on the floor using its strong adhesive sticky tape. Use it anywhere, whether it may be your hall, room, or bathroom. Train your pet with the most adorable way available. A pad designed to help your pets grow up. A unique pet-friendly product for a pet-friendly home. Hurry up, grab one now!</p>
<p><strong>Key </strong><strong>Features:</strong></p>
<ul>
<li>5-Layers protection</li>
<li>Large coverage</li>
<li>Tear-and-wear resistant</li>
<li>Super absorbent</li>
<li>Leakproof layer</li>
<li>Soft and skin-friendly</li>
<li>Indentation design</li>
<li>Adhesive tape</li>
<li>Multiple use</li>
<p>Note: 100 Per pack doesn&rsquo;t come with adhesive tape</p><b>SPECIFICATION</b><p>Brand: PaWz</p>
<p>Material: Non-woven fabric</p>
<p>Scent: Meadow</p>
<p>Quantity per pack: 50</p>
<p>Dimension: 60cm x 60cm</p>
<p>Colour: Refer to gallery</p><b>PACKAGE CONTENTS</b><ul>
<li>50x PaWz Puppy Training Pads</li>
</ul>",2/10/2020,,taxable,Taxable Goods,1,67,5,,1,1700,29,20.5,20,1,,19.6555,49,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies,Default Category/Deals & Offers",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2696.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2582.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2533.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2591.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2588.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2506.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2531.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0108-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Absorbent
,simple,DK0108-LV-50,PaWz 50 Pcs 60x60 cm Pet Puppy Toilet Training Pads Absorbent Lavender Scent,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Little paws growing up, not sure how to train them to perform the most crucial task. Do not worry we got you covered PaWz&nbsp;Pet Training Pad is designed just for that. Provides great comfort and care for your lovely pet. The surface of the pad is made of high-quality non-woven fabric, for superior comfort. Designed to be skin-friendly, breathable, and tear-resistant does not harm your adorable pet. Absorbs quickly and an efficiently good amount of liquids. Pets do not like wet places, so we designed a pet training pad that converts liquid into a gel for a smooth and comfortable experience. Does not let the liquids pass with its remarkable waterproof layer beneath. Place the pad wherever you desire and stick it on the floor using its strong adhesive sticky tape. Use it anywhere, whether it may be your hall, room, or bathroom. Train your pet with the most adorable way available. A pad designed to help your pets grow up. A unique pet-friendly product for a pet-friendly home. Hurry up, grab one now!</p>
<p><strong>Key </strong><strong>Features:</strong></p>
<ul>
<li>5-Layers protection</li>
<li>Large coverage</li>
<li>Tear-and-wear resistant</li>
<li>Super absorbent</li>
<li>Leakproof layer</li>
<li>Soft and skin-friendly</li>
<li>Indentation design</li>
<li>Adhesive tape</li>
<li>Multiple use</li><b>SPECIFICATION</b><p>Brand: PaWz</p>
<p>Material: Non-woven fabric</p>
<p>Quantity per pack:50</p>
<p>Dimension: 60cm x 60cm</p>
<p>Colour: Refer to gallery</p><b>PACKAGE CONTENTS</b><ul>
<li>50x PaWz Puppy Training Pads</li>
</ul>",2/10/2020,,taxable,Taxable Goods,0,0,5,,1,1700,29,20.5,20,1,,16.27,49,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_tuhhrean2owkzlvv.jpg,https://www.idropship.com.au/pub/media/catalog/product/w/h/wh_9oxradsrekwgacli.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_rsegbwogpz5slukt.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_roeefjj7moyytlym.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_yu2xjjmplm4bajra.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_nev1rjnol0wordgu.jpg,https://www.idropship.com.au/pub/media/catalog/product/l/i/lifestyle_dddqwzxmw4nadivg.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0108-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Absorbent
,simple,DK0109-50,PaWz 50 Pcs 60x60cm Charcoal Pet Puppy Dog Toilet Training Pads Ultra Absorbent,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Our dog pads are highly absorbent and won't leak or spread.&nbsp;They are made with Flash-Dry technology that instantly turns liquid into a gel, preventing leaks that can damage your floor or carpet.&nbsp;These&nbsp;Dog Pads instantly eliminate odors and contains a fresh lavender scent for lasting freshness.</p>
<ul>
<li>Flash-dry technology instantly turns liquid into gel</li>
<li>Won't spread and won't leak</li>
<li>Helps to protect your floor and carpet</li>
<li>Fresh&nbsp;Lavender Scent</li>
<li>Eliminates odors</li>
<li>Transforms bad smells into a pleasant scent</li>
<li>Keeps your home smelling clean</li>
<li>Black potty pads, so your pets mess stays discrete and you never see a yellow stain on a white puppy pad in your home</li>
<li>Odor Elimination with carbon technology for all-day use to ensure your home stays fresh</li>
<li>Ultra Absorbent</li>
</ul>
<p>How to use a dog pad: <br />Unfold and place the pad, plastic side down, in a confined area, away from your dog's bed and food. <br />Place your dog on the pad several times so he can smell the pad and get used to it. <br />While your dog is eliminating on the pad, use a phrase like ""go potty"" so that eventually you can use the command and your dog will understand what it means. &nbsp;<br />Immediately after the dog eliminates on the pad, reward him with praise and a treat. <br />If your dog has an accident, bring him back to the pad immediately. Continue bringing your dog back to the pad to reinforce that this is the place to go potty. <br />Dispose of soiled pads and replace as needed.To complete house training, gradually move the pad closer to the door and finally outside.</p><b>SPECIFICATION</b><ul>
<li>Material: Non-woven fabric</li>
<li>Size: 60x60cm</li>
<li>Quantity: 50pcs</li>
</ul><b>PACKAGE CONTENTS</b><ul>
<li>50x Puppy Training Pads</li>
</ul>",2/10/2020,,taxable,Taxable Goods,1,100,5,,1,1900,28,20,20,1,,17.0905,59,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet 2/Pet Training,Default Category/Pet Supplies/Other Pet Supplies,Default Category/Deals & Offers",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2700.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2586.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2537.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2595.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2592.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2510.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2535.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Training Pad,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Feeding & Cleanup
Dog Clean Up & Odours
Indoor Training Pads",DK0109-MAIN,PaWz Pet Puppy Dog Toilet Training Pads Ultra Absorbent
,simple,E0057-XL,PaWz 5CM Memory Foam Orthopaedic Pet Bed Dog Puppy Mat Cat Pad Cushion XL,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Give your pets the best night sleep of their life! This memory foam dog bed mattress will adapt to your dog's contours to help reduce pressure points. The cover is washable and is extremely easy to remove making the job easier for you! A must have for every pet, they will surely love it!</p>
<p>Key features include:&nbsp;</p>
<ul>
<li>Adapts to your dog's contours to help reduce pressure points</li>
<li>Fabric cover with anti-skid base</li>
<li>Two side zipper cover for easy removal</li>
<li>Great comfort for aging dogs</li>
<li>Removable washable cover</li>
<li>Orginal PaWz Pet Bed Mattress</li>
</ul><b>SPECIFICATION</b><ul>
<li>Colour: Black</li>
<li>Dimensions:</li>
<li>Size: 110x85x5cm (LxWxH)</li>
</ul><b>PACKAGE CONTENTS</b><ul>
<li>1x Memory Foam Pet Bed Mattress</li>
</ul>",,,taxable,Taxable Goods,1,100,5,,1,2000,53,48,21,1,,41.895,99,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Pet Beds,Default Category/Pet 2/Pet Bed & Bag,Default Category/Deals & Offers",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_ksfawbzackfndjkd.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_phz2vfek2zvmbb8t.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_cpxopcnoibhgpmhh.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_sramfm3yvhgusn3o.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_gx2qebtpgkqppfsu.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_aih8tk6ixzxg1uyt.jpg,https://www.idropship.com.au/pub/media/catalog/product/l/i/lifestyle_yhdhlnyvqzohpjml.jpg",,,,,PaWz,9.36E+12,Pet Products,Pet Bed,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
 
Dog Beds & Furniture

 
Beds & Furniture

Orthopedic Beds",,
,simple,DO1005-24-BK,PaWz 8 Panel Pet Dog Playpen Puppy Exercise Cage Enclosure Fence Cat Play Pen 24'',Yes,Yes,visible,,<strong>DESCRIPTION</strong><p>Some dogs are a bit adventurous. Put them in their very own dog playpen to <strong>keep them safe</strong>&nbsp;on your holidays. Maybe you aren&rsquo;t in a fenced area. Still take your dog with you.</p>  <p>You decide where you will put your new dog pen. <strong>Protect your valuables</strong>&nbsp;from your over enthusiastic puppy. Save things being knocked over by your adventurous kitty. Protect your flowers from your digging dog.</p>  <p>Do you have a ginormous dog or a little kitty. <strong>Pick the right size</strong>&nbsp;pet playpen for you. You can connect two together to make an even larger play space.</p>  <p>Sturdy enough to keep your dog in. Light enough to <strong>move around with ease</strong>. Set up you puppy pen wherever you think is best. Take it with you to your friend&rsquo;s picnic in the park.</p>  <p>Why limit this to just dogs? You can set it up on the grass outside with your <strong>rabbits or guinea pigs</strong>. If your pet can&rsquo;t climb  you can put it in here. We suggest this isn&rsquo;t the best enclosure for fish though.</p>  <p><strong>Key </strong><strong>Features:</strong></p>  <ul>  <li>Step through door</li>  <li>Suitable for different pets</li>  <li>Variable shape</li>  <li>Large secure area</li>  <li>Rust-proof</li>  <li>Lockable gate</li>  <li>Foldable design</li>  <li>Great for camping</li>  </ul><strong>SPECIFICATION</strong><p>Brand: PaWz</p>  <p>Material: Steel&nbsp;</p>  <p>Finish: Powder coated finish</p>  <p>Colour: Black</p>  <p>Dimension&nbsp;per panel (W x H):</p>  <p>24&rsquo;&rsquo;: 80cm x 60cm</p><strong>PACKAGE CONTENTS</strong><ul>  <li>8x PaWz Pet Playpen Panel</li>  <li>1x Instruction Manual</li>  </ul>,,,taxable,Taxable Goods,0,0,5,,1,16900,63,82,15,1,,98.99,264.99,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Pet Beds,Default Category/Pet 2/Dog House",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2775.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2661.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2609.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2670.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2667.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2585.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle1_1414.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2610.jpg",,,,,PaWz,9.36E+12,Pet Products,Dog Kennels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dog/Dog Play/Dog Enclosures/Enclosures,DO1005-MAIN,PaWz 8 Panel Pet Dog Playpen Puppy Exercise Cage Enclosure Fence Cat Play Pen
,simple,DO1005-32-BK,PaWz 8 Panel Pet Dog Playpen Puppy Exercise Cage Enclosure Fence Cat Play Pen 32'',Yes,Yes,visible,,<strong>DESCRIPTION</strong><p>Some dogs are a bit adventurous. Put them in their very own dog playpen to <strong>keep them safe</strong>&nbsp;on your holidays. Maybe you aren&rsquo;t in a fenced area. Still take your dog with you.</p>  <p>You decide where you will put your new dog pen. <strong>Protect your valuables</strong>&nbsp;from your over enthusiastic puppy. Save things being knocked over by your adventurous kitty. Protect your flowers from your digging dog.</p>  <p>Do you have a ginormous dog or a little kitty. <strong>Pick the right size</strong>&nbsp;pet playpen for you. You can connect two together to make an even larger play space.</p>  <p>Sturdy enough to keep your dog in. Light enough to <strong>move around with ease</strong>. Set up you puppy pen wherever you think is best. Take it with you to your friend&rsquo;s picnic in the park.</p>  <p>Why limit this to just dogs? You can set it up on the grass outside with your <strong>rabbits or guinea pigs</strong>. If your pet can&rsquo;t climb  you can put it in here. We suggest this isn&rsquo;t the best enclosure for fish though.</p>  <p><strong>Key </strong><strong>Features:</strong></p>  <ul>  <li>Step through door</li>  <li>Suitable for different pets</li>  <li>Variable shape</li>  <li>Large secure area</li>  <li>Rust-proof</li>  <li>Lockable gate</li>  <li>Foldable design</li>  <li>Great for camping</li>  </ul><strong>SPECIFICATION</strong><p>Brand: PaWz</p>  <p>Material: Steel&nbsp;</p>  <p>Finish: Powder coated finish</p>  <p>Colour: Black</p>  <p>Dimension&nbsp;per panel (W x H):</p>  <p>32&rsquo;&rsquo;: 80cm x 80cm</p><strong>PACKAGE CONTENTS</strong><ul>  <li>8x PaWz Pet Playpen Panel</li>  <li>1x Instruction Manual</li>  </ul>,,,taxable,Taxable Goods,0,0,5,,1,20300,83,82,13.5,1,,125.99,324.99,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Pet Beds,Default Category/Pet 2/Dog House",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2776.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2662.jpg,https://www.idropship.com.au/pub/media/catalog/product/8/0/80.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2671.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2668.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2586.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle1_1415.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2611.jpg",,,,,PaWz,9.36E+12,Pet Products,Dog Kennels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dog/Dog Play/Dog Enclosures/Enclosures,DO1005-MAIN,PaWz 8 Panel Pet Dog Playpen Puppy Exercise Cage Enclosure Fence Cat Play Pen
