ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short Description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tag,Shipping class,Image,Cross-sells,External URL,Button text,Position,Brand,product_barcode,item_group,item_subgroup,shipping_operation,NSW,WA,VIC,TAS,NT,QLD,ACT,SA,Price Range1,Price Range3,Price Range4,Price Range5,Price Range6,Price Range7,Price Range8,Price Range9,Price Range10,Category,Parent SKU,Parent Title
,simple,HMB-NLR-C3-S,Lucy Red Dog Collar Size Small Color Red,Yes,Yes,visible,,"<div class=""clearfix""></div>
<p>Red leather dog collar in floral design that is perfect for girls. Reminiscent of warm sunny days, the Lucy collar is decorated with the delicate flowers of spring laying softly in an undulating pattern. Contrasting white stitching complete this beautiful design.</p>
<p><span>The backing leather is super soft Nappa leather to ensure your pup has the most comfortable and safe fit.</span></p>
<p><strong>Features:</strong></p>
<ul>
<li>Perfect design for the girls.</li>
<li>Vegetable-dyed luxury top grain leather.</li>
<li>Buttery smooth texture with soft Nappa leather.</li>
<li>Super strong nickel branded buckle and D-ring.</li>
<li>Matching lead available.</li>
</ul>
<div class=""sizebox"">
<img src=""//cdn.shopify.com/s/files/1/1843/0127/files/Collars_200x200.png?15542633267381072284"" alt=""Measuring Image"" class=""measuring-img"">
<p>NECK SIZES:</p>
<p>Widths in ( )</p>
<ul>
<li>Small(2.5cm/1"") 27-32cm/10.5""-12.5""</li>
<li>Medium (2.5cm/1"") 34-38cm/13.5""-15""</li>
<li>Large (2.5cm/1"") 40-46cm/16""-18""</li>
</ul>
</div>",,,taxable,Taxable Goods,0,0,5,,1,22,0.1,0.1,0.1,1,,40.49,74.91,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Dog Collars,Default Category/Pet 2/Pet Accessories",,,"https://www.idropship.com.au/pub/media/catalog/product/H/i/HiRes-_27A0796_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/H/i/HiRes-_27A0838_1.jpg",,,,,,,Pet Supplies,Dog Collar,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
Dog Travel
Dog Collar Leads Harness
Leads & Collars",MB-NLP-MAIN,Lucy Pink Dog Collar
,simple,HMB-CTMO-L,Moet Cat Collar Color Lime,Yes,Yes,visible,,"<p><span>Our exclusive design in either lime or purple makes this</span><em> leather cat collar </em><span> the designer accessory for all those  fun loving cats. The playful design with circles that contrast with the leather plus the extra  attention to detail make it super comfortable for your feline friend.</span></p>
<p><strong><span>Features:</span></strong></p>
<ul>
<li>Unique design.</li>
<li>Fish shaped bell for extra safety.</li>
<li>Collar loop for extra comfort.</li>
<li><span>Vegetable dyed luxury top grain leather.</span></li>
<li><span>Super soft elastic felt for easy fitting.</span></li>
<li><span>Super strong nickel branded buckle.</span></li>
</ul>
<p><span><strong> Neck Size</strong>: 20-27cm/ 8""-10.5"" .</span></p>",,,taxable,Taxable Goods,0,0,5,,1,50,0.1,0.1,0.1,1,,15.26,28.23,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Cat Collar",,,"https://www.idropship.com.au/pub/media/catalog/product/2/1/21_b16892d2-7b43-48c2-b306-58a9de6c6409.jpg,https://www.idropship.com.au/pub/media/catalog/product/2/2/22_6cd7d790-17fc-4f07-ae24-edcf5c9ad92a.jpg",,,,,,,Pet Supplies,Cat Collar,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Cat
Cat Travel
Cat Carriers
Collars, Leads, Harnesses",HMB-CTMO-MAIN,Moet Cat Collar
,simple,HMB-CTMO-P,Moet Cat Collar Color Purple,Yes,Yes,visible,,"<p><span>Our exclusive design in either lime or purple makes this</span><em> leather cat collar </em><span> the designer accessory for all those  fun loving cats. The playful design with circles that contrast with the leather plus the extra  attention to detail make it super comfortable for your feline friend.</span></p>
<p><strong><span>Features:</span></strong></p>
<ul>
<li>Unique design.</li>
<li>Fish shaped bell for extra safety.</li>
<li>Collar loop for extra comfort.</li>
<li><span>Vegetable dyed luxury top grain leather.</span></li>
<li><span>Super soft elastic felt for easy fitting.</span></li>
<li><span>Super strong nickel branded buckle.</span></li>
</ul>
<p><span><strong> Neck Size</strong>: 20-27cm/ 8""-10.5"" .</span></p>",,,taxable,Taxable Goods,0,0,5,,1,50,0.1,0.1,0.1,1,,15.26,28.23,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Cat Collar",,,"https://www.idropship.com.au/pub/media/catalog/product/2/1/21_b16892d2-7b43-48c2-b306-58a9de6c6409_1.jpg,https://www.idropship.com.au/pub/media/catalog/product/2/2/22_6cd7d790-17fc-4f07-ae24-edcf5c9ad92a_1.jpg",,,,,,,Pet Supplies,Cat Collar,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Cat
Cat Travel
Cat Carriers
Collars, Leads, Harnesses",HMB-CTMO-MAIN,Moet Cat Collar
,simple,HMB-CTMO-PD,Moet Purple Cat Collar Color Purple,Yes,Yes,visible,,"<p><span>Purple cat collar with stylish contrasting coloured circles and diamantes will make your feline friend stand out.</span> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Cute design with contrasting colours.</li>
<li>Real diamante crystals.</li>
<li>Vegetable-dyed luxury top grain leather.</li>
<li>Super soft elastic felt for easy fitting.</li>
<li>Super strong nickel branded buckle.</li>
</ul>
<p><strong> Neck Size:</strong> 20-27cm/ 8""-10.5"" .</p>",,,taxable,Taxable Goods,0,0,5,,1,50,0.1,0.1,0.1,1,,17.99,33.28,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Cat Collar",,,"https://www.idropship.com.au/pub/media/catalog/product/2/0/20170827_155037.jpg,https://www.idropship.com.au/pub/media/catalog/product/2/0/20170827_154951.jpg",,,,,,,Pet Supplies,Cat Collar,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Cat
Cat Travel
Cat Carriers
Collars, Leads, Harnesses",HMB-CTMO-MAIN,Moet Cat Collar
,simple,HMB-CTMO-RD,Moet Red Cat Collar Color Red,Yes,Yes,visible,,"<p><span>Red cat collar with stylish contrasting white circles and diamantes will make your feline friend stand out.</span> </p>
<p><strong>Features:</strong></p>
<ul>
<li>Cute design with contrasting colours.</li>
<li>Real diamante crystals.</li>
<li>Vegetable-dyed luxury top grain leather.</li>
<li>Super soft elastic felt for easy fitting.</li>
<li>Super strong nickel branded buckle.</li>
</ul>
<p><strong> Neck Size:</strong> 20-27cm/ 8""-10.5"" .</p>",,,taxable,Taxable Goods,0,0,5,,1,50,0.1,0.1,0.1,1,,17.99,33.28,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Cat Collar",,,https://www.idropship.com.au/pub/media/catalog/product/2/0/20170827_155113_c5c86ab2-764e-4e03-907e-fee02bd1acd0.jpg,,,,,,,Pet Supplies,Cat Collar,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Cat
Cat Travel
Cat Carriers
Collars, Leads, Harnesses",HMB-CTMO-MAIN,Moet Cat Collar
,simple,HMB-T-MOOSE,Moose Dog Toy,Yes,Yes,visible,,"<p>From the Canadian Rockies comes our moose toy.</p>
<p>With its lovable moose ears, cute face and big belly its the perfect play toy for your dog and will keep them happy for hours. <br><br>The toy is double-skinned for extra long life and made with tough canvas making it stronger and longer lasting to give your dog heaps of fun.<br><br>Plus there is the great sounding squeaker that will have them coming back to play for hours.<br><br>Size: 35cm long.</p>",,,taxable,Taxable Goods,0,0,5,,1,80,0.1,0.1,0.1,1,,17.99,33.28,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Other Pet Supplies",,,https://www.idropship.com.au/pub/media/catalog/product/2/0/20170927_080451.jpg,,,,,,,Pet Supplies,Dog Toy,0,0,0,0,0,0,0,0,0,,,,,,,,,,"Dog
 Dog Play
Dog Toys 
Toys",,
,simple,ZAP-TLH56512-BLACK-L,No Pull Harness Black L,Yes,Yes,visible,,"<strong>DESCRIPTION</strong><p>Enjoy the walk with your loyal friend or fur baby. Make it a relaxing and soothing evening without strains on your hand or your lovely dog. Our True Love No Pull Dog Harness is stylish, secure and durable providing superior comfort while you are walking your dog and reduces pulling force.</p> <strong>SPECIFICATION:<strong><p>Features: <p><ul>
<li>Material: High Density NYLON</li>
<li>Brand Name: True Love</li>
<li>Feature: Breakaway and Padded, Quick Release, Reflective</li>
<li>Colour: Black</li>
<li>Size: L</li>
<li>Material: Oxford, Mesh, Nylon</li>
<li>Light Weight Aviation Aluminium: O-ring/Neck-strap</li>
<li>Neck-strap: Easy to put on and take off</li>
<li>Adjustable: Four Points-Neck and Chest</li>
</ul> <strong>PACKAGE CONTENTS:</strong>
1x No Pull Harness Black L",,,taxable,Taxable Goods,1,33,5,,1,450,35,35,35,1,,45.66,151.95,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Dog Harness,Default Category/Just Landed",,,"https://www.idropship.com.au/pub/media/catalog/product/b/l/black-1_sxtl5woz7caeqkvb.jpg,https://www.idropship.com.au/pub/media/catalog/product/b/l/black-2_vbcbl8qlmf0gbnra.jpg,https://www.idropship.com.au/pub/media/catalog/product/g/u/guide_bcrnyvwooby4iat0.jpg",,,,,True Love,7.70E+11,Pet Supplies,Dog Harness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dog/Dog Travel/Dog Collar Leads Harness/Harnesses,ZAP-TLH56512-MAIN,No Pull Harness
,simple,ZAP-TLH56512-BLACK-M,No Pull Harness Black M,Yes,Yes,visible,,"<strong>DESCRIPTION</strong><p>Enjoy the walk with your loyal friend or fur baby. Make it a relaxing and soothing evening without strains on your hand or your lovely dog. Our True Love No Pull Dog Harness is stylish, secure and durable providing superior comfort while you are walking your dog and reduces pulling force.</p> <strong>SPECIFICATION:<strong><p>Features: <p><ul>
<li>Material: High Density NYLON</li>
<li>Brand Name: True Love</li>
<li>Feature: Breakaway and Padded, Quick Release, Reflective</li>
<li>Colour: Black</li>
<li>Size: M</li>
<li>Material: Oxford, Mesh, Nylon</li>
<li>Light Weight Aviation Aluminium: O-ring/Neck-strap</li>
<li>Neck-strap: Easy to put on and take off</li>
<li>Adjustable: Four Points-Neck and Chest</li>
</ul> <strong>PACKAGE CONTENTS:</strong>
1x No Pull Harness Black M",,,taxable,Taxable Goods,1,20,5,,1,450,35,35,35,1,,43.89,146.08,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Dog Harness,Default Category/Just Landed",,,"https://www.idropship.com.au/pub/media/catalog/product/b/l/black-1_sxtl5woz7caeqkvb.jpg,https://www.idropship.com.au/pub/media/catalog/product/b/l/black-2_vbcbl8qlmf0gbnra.jpg,https://www.idropship.com.au/pub/media/catalog/product/g/u/guide_bcrnyvwooby4iat0.jpg",,,,,True Love,7.70E+11,Pet Supplies,Dog Harness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dog/Dog Travel/Dog Collar Leads Harness/Harnesses,ZAP-TLH56512-MAIN,No Pull Harness
,simple,ZAP-TLH56512-BLACK-S,No Pull Harness Black S,Yes,Yes,visible,,"<strong>DESCRIPTION</strong><p>Enjoy the walk with your loyal friend or fur baby. Make it a relaxing and soothing evening without strains on your hand or your lovely dog. Our True Love No Pull Dog Harness is stylish, secure and durable providing superior comfort while you are walking your dog and reduces pulling force.</p> <strong>SPECIFICATION:<strong><p>Features: <p><ul>
<li>Material: High Density NYLON</li>
<li>Brand Name: True Love</li>
<li>Feature: Breakaway and Padded, Quick Release, Reflective</li>
<li>Colour: Black</li>
<li>Size: S</li>
<li>Material: Oxford, Mesh, Nylon</li>
<li>Light Weight Aviation Aluminium: O-ring/Neck-strap</li>
<li>Neck-strap: Easy to put on and take off</li>
<li>Adjustable: Four Points-Neck and Chest</li>
</ul> <strong>PACKAGE CONTENTS:</strong>
1x No Pull Harness Black S",,,taxable,Taxable Goods,1,6,5,,1,450,35,35,35,1,,41.74,138.95,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Dog Harness,Default Category/Just Landed",,,"https://www.idropship.com.au/pub/media/catalog/product/b/l/black-1_sxtl5woz7caeqkvb.jpg,https://www.idropship.com.au/pub/media/catalog/product/b/l/black-2_vbcbl8qlmf0gbnra.jpg,https://www.idropship.com.au/pub/media/catalog/product/g/u/guide_bcrnyvwooby4iat0.jpg",,,,,True Love,7.70E+11,Pet Supplies,Dog Harness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dog/Dog Travel/Dog Collar Leads Harness/Harnesses,ZAP-TLH56512-MAIN,No Pull Harness
,simple,ZAP-TLH56512-BLACK-XL,No Pull Harness Black XL,Yes,Yes,visible,,"<strong>DESCRIPTION</strong><p>Enjoy the walk with your loyal friend or fur baby. Make it a relaxing and soothing evening without strains on your hand or your lovely dog. Our True Love No Pull Dog Harness is stylish, secure and durable providing superior comfort while you are walking your dog and reduces pulling force.</p> <strong>SPECIFICATION:<strong><p>Features: <p><ul>
<li>Material: High Density NYLON</li>
<li>Brand Name: True Love</li>
<li>Feature: Breakaway and Padded, Quick Release, Reflective</li>
<li>Colour: Black</li>
<li>Size: XL</li>
<li>Material: Oxford, Mesh, Nylon</li>
<li>Light Weight Aviation Aluminium: O-ring/Neck-strap</li>
<li>Neck-strap: Easy to put on and take off</li>
<li>Adjustable: Four Points-Neck and Chest</li>
</ul> <strong>PACKAGE CONTENTS:</strong>
1x No Pull Harness Black XL",,,taxable,Taxable Goods,1,31,5,,1,450,35,35,35,1,,47.6,158.45,"Default Category/All Products,Default Category/Pet Supplies,Default Category/Pet Supplies/Dog Harness,Default Category/Just Landed",,,"https://www.idropship.com.au/pub/media/catalog/product/b/l/black-1_sxtl5woz7caeqkvb.jpg,https://www.idropship.com.au/pub/media/catalog/product/b/l/black-2_vbcbl8qlmf0gbnra.jpg,https://www.idropship.com.au/pub/media/catalog/product/g/u/guide_bcrnyvwooby4iat0.jpg",,,,,True Love,7.70E+11,Pet Supplies,Dog Harness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dog/Dog Travel/Dog Collar Leads Harness/Harnesses,ZAP-TLH56512-MAIN,No Pull Harness
